id,name,category,country,state,district,normalizedName,startingLetter,endingLetter
subdistrict-1,Pratappur,subdistrict,India,,,pratappur,P,R
subdistrict-2,Pali,subdistrict,India,,,pali,P,I
subdistrict-3,Lailunga,subdistrict,India,,,lailunga,L,A
subdistrict-4,Bilaigarh,subdistrict,India,,,bilaigarh,B,H
subdistrict-5,Dharamjaigarh,subdistrict,India,,,dharamjaigarh,D,H
subdistrict-6,Balrampur,subdistrict,India,,,balrampur,B,R
subdistrict-7,Wadrafnagar,subdistrict,India,,,wadrafnagar,W,R
subdistrict-8,Gharghoda,subdistrict,India,,,gharghoda,G,A
subdistrict-9,Kota,subdistrict,India,,,kota,K,A
subdistrict-10,Dantewada,subdistrict,India,,,dantewada,D,A
subdistrict-11,Dhamdha,subdistrict,India,,,dhamdha,D,A
subdistrict-12,Deobhog,subdistrict,India,,,deobhog,D,G
subdistrict-13,Katekalyan,subdistrict,India,,,katekalyan,K,N
subdistrict-14,Baramkela,subdistrict,India,,,baramkela,B,A
subdistrict-15,Bhanupratappur,subdistrict,India,,,bhanupratappur,B,R
subdistrict-16,Rajpur,subdistrict,India,,,rajpur,R,R
subdistrict-17,Tamnar,subdistrict,India,,,tamnar,T,R
subdistrict-18,A.Chowki (Td),subdistrict,India,,,achowkitd,A,D
subdistrict-19,Fingeshwar,subdistrict,India,,,fingeshwar,F,R
subdistrict-20,Narayanpur,subdistrict,India,,,narayanpur,N,R
subdistrict-21,Sarangarh,subdistrict,India,,,sarangarh,S,H
subdistrict-22,Patthalgaon,subdistrict,India,,,patthalgaon,P,N
subdistrict-23,Jagdalpur,subdistrict,India,,,jagdalpur,J,R
subdistrict-24,Keshkal,subdistrict,India,,,keshkal,K,L
subdistrict-25,Nagari,subdistrict,India,,,nagari,N,I
subdistrict-26,Bodla,subdistrict,India,,,bodla,B,A
subdistrict-27,Tokapal,subdistrict,India,,,tokapal,T,L
subdistrict-28,Lohandiguda,subdistrict,India,,,lohandiguda,L,A
subdistrict-29,Baderajpur,subdistrict,India,,,baderajpur,B,R
subdistrict-30,Batauli,subdistrict,India,,,batauli,B,I
subdistrict-31,Bastanar,subdistrict,India,,,bastanar,B,R
subdistrict-32,Kansabel,subdistrict,India,,,kansabel,K,L
subdistrict-33,Udaipur,subdistrict,India,,,udaipur,U,R
subdistrict-34,Pussore,subdistrict,India,,,pussore,P,E
subdistrict-35,Raigarh,subdistrict,India,,,raigarh,R,H
subdistrict-36,Korba,subdistrict,India,,,korba,K,A
subdistrict-37,Premnagar,subdistrict,India,,,premnagar,P,R
subdistrict-38,Khadgawana,subdistrict,India,,,khadgawana,K,A
subdistrict-39,Ramanujnagar,subdistrict,India,,,ramanujnagar,R,R
subdistrict-40,Baikunthpur,subdistrict,India,,,baikunthpur,B,R
subdistrict-41,Bhaiyathan,subdistrict,India,,,bhaiyathan,B,N
subdistrict-42,Odagi,subdistrict,India,,,odagi,O,I
subdistrict-43,Shankargarh,subdistrict,India,,,shankargarh,S,H
subdistrict-44,Sonhat,subdistrict,India,,,sonhat,S,T
subdistrict-45,Lormi,subdistrict,India,,,lormi,L,I
subdistrict-46,Bharatpur,subdistrict,India,,,bharatpur,B,R
subdistrict-47,Konta,subdistrict,India,,,konta,K,A
subdistrict-48,Mohala (Td),subdistrict,India,,,mohalatd,M,D
subdistrict-49,Manendragarh,subdistrict,India,,,manendragarh,M,H
subdistrict-50,Akaltara,subdistrict,India,,,akaltara,A,A
subdistrict-51,Ramchandrapur,subdistrict,India,,,ramchandrapur,R,R
subdistrict-52,Kusmi,subdistrict,India,,,kusmi,K,I
subdistrict-53,Ambikapur,subdistrict,India,,,ambikapur,A,R
subdistrict-54,Lakhanpur,subdistrict,India,,,lakhanpur,L,R
subdistrict-55,Lundra,subdistrict,India,,,lundra,L,A
subdistrict-56,Bagicha,subdistrict,India,,,bagicha,B,A
subdistrict-57,Kunkuri,subdistrict,India,,,kunkuri,K,I
subdistrict-58,Sakti,subdistrict,India,,,sakti,S,I
subdistrict-59,Pamgarh,subdistrict,India,,,pamgarh,P,H
subdistrict-60,Malkharoda,subdistrict,India,,,malkharoda,M,A
subdistrict-61,Jaijaipur,subdistrict,India,,,jaijaipur,J,R
subdistrict-62,Gaurella-2,subdistrict,India,,,gaurella2,G,A
subdistrict-63,Pathariya,subdistrict,India,,,pathariya,P,A
subdistrict-64,Belha,subdistrict,India,,,belha,B,A
subdistrict-65,Kawardha,subdistrict,India,,,kawardha,K,A
subdistrict-66,S.Lohara,subdistrict,India,,,slohara,S,A
subdistrict-67,Chhuikhadan,subdistrict,India,,,chhuikhadan,C,N
subdistrict-68,Rajnandgaon,subdistrict,India,,,rajnandgaon,R,N
subdistrict-69,Dongargaon,subdistrict,India,,,dongargaon,D,N
subdistrict-70,Nawagarh,subdistrict,India,,,nawagarh,N,H
subdistrict-71,Saja,subdistrict,India,,,saja,S,A
subdistrict-72,Patan,subdistrict,India,,,patan,P,N
subdistrict-73,Sitapur,subdistrict,India,,,sitapur,S,R
subdistrict-74,Dondilohara,subdistrict,India,,,dondilohara,D,A
subdistrict-75,Simga,subdistrict,India,,,simga,S,A
subdistrict-76,Balod,subdistrict,India,,,balod,B,D
subdistrict-77,Gurur,subdistrict,India,,,gurur,G,R
subdistrict-78,Arang,subdistrict,India,,,arang,A,G
subdistrict-79,Tilda,subdistrict,India,,,tilda,T,A
subdistrict-80,Chhurra,subdistrict,India,,,chhurra,C,A
subdistrict-81,Basna,subdistrict,India,,,basna,B,A
subdistrict-82,Charama,subdistrict,India,,,charama,C,A
subdistrict-83,Durgukondal,subdistrict,India,,,durgukondal,D,L
subdistrict-84,Kondagaon,subdistrict,India,,,kondagaon,K,N
subdistrict-85,Bastar,subdistrict,India,,,bastar,B,R
subdistrict-86,Duldula,subdistrict,India,,,duldula,D,A
subdistrict-87,Surajpur,subdistrict,India,,,surajpur,S,R
subdistrict-88,Mainpat,subdistrict,India,,,mainpat,M,T
subdistrict-89,Manora,subdistrict,India,,,manora,M,A
subdistrict-90,Jashpur,subdistrict,India,,,jashpur,J,R
subdistrict-91,Kharsia,subdistrict,India,,,kharsia,K,A
subdistrict-92,Podi Uparoda,subdistrict,India,,,podiuparoda,P,A
subdistrict-93,Katghora,subdistrict,India,,,katghora,K,A
subdistrict-94,Kartala,subdistrict,India,,,kartala,K,A
subdistrict-95,Baloda,subdistrict,India,,,baloda,B,A
subdistrict-97,Bamhindih,subdistrict,India,,,bamhindih,B,H
subdistrict-98,Dabhara,subdistrict,India,,,dabhara,D,A
subdistrict-99,Mungeli,subdistrict,India,,,mungeli,M,I
subdistrict-100,Marwahi,subdistrict,India,,,marwahi,M,I
subdistrict-101,Takhatpur,subdistrict,India,,,takhatpur,T,R
subdistrict-102,Masturi,subdistrict,India,,,masturi,M,I
subdistrict-103,Pandariya,subdistrict,India,,,pandariya,P,A
subdistrict-104,Bemetara,subdistrict,India,,,bemetara,B,A
subdistrict-105,Berla,subdistrict,India,,,berla,B,A
subdistrict-106,Gunderdehi,subdistrict,India,,,gunderdehi,G,I
subdistrict-107,Dondi,subdistrict,India,,,dondi,D,I
subdistrict-108,Baloda Bazar,subdistrict,India,,,balodabazar,B,R
subdistrict-109,Palari,subdistrict,India,,,palari,P,I
subdistrict-110,Abhanpur,subdistrict,India,,,abhanpur,A,R
subdistrict-111,Dharsiwa,subdistrict,India,,,dharsiwa,D,A
subdistrict-112,Kurud,subdistrict,India,,,kurud,K,D
subdistrict-113,Dhamtari,subdistrict,India,,,dhamtari,D,I
subdistrict-114,Kanker,subdistrict,India,,,kanker,K,R
subdistrict-115,Antagarh,subdistrict,India,,,antagarh,A,H
subdistrict-116,Pharasgaon,subdistrict,India,,,pharasgaon,P,N
subdistrict-117,Usoor,subdistrict,India,,,usoor,U,R
subdistrict-118,Bhairamgarh,subdistrict,India,,,bhairamgarh,B,H
subdistrict-119,Geedam,subdistrict,India,,,geedam,G,M
subdistrict-120,Bhopal Patnam,subdistrict,India,,,bhopalpatnam,B,M
subdistrict-121,Saraipali,subdistrict,India,,,saraipali,S,I
subdistrict-122,Bakawand,subdistrict,India,,,bakawand,B,D
subdistrict-123,Makdi,subdistrict,India,,,makdi,M,I
subdistrict-124,Magarlod,subdistrict,India,,,magarlod,M,D
subdistrict-125,Narharpur,subdistrict,India,,,narharpur,N,R
subdistrict-126,Bagbahara,subdistrict,India,,,bagbahara,B,A
subdistrict-127,Pithora,subdistrict,India,,,pithora,P,A
subdistrict-128,Kasdol,subdistrict,India,,,kasdol,K,L
subdistrict-129,Mahasamund,subdistrict,India,,,mahasamund,M,D
subdistrict-130,Durg,subdistrict,India,,,durg,D,G
subdistrict-131,Khairagarh,subdistrict,India,,,khairagarh,K,H
subdistrict-132,Dongarghar,subdistrict,India,,,dongarghar,D,R
subdistrict-133,Gaurella-1,subdistrict,India,,,gaurella1,G,A
subdistrict-134,Bijapur,subdistrict,India,,,bijapur,B,R
subdistrict-135,Gariyaband,subdistrict,India,,,gariyaband,G,D
subdistrict-136,Mainpur,subdistrict,India,,,mainpur,M,R
subdistrict-137,Pharsabahar,subdistrict,India,,,pharsabahar,P,R
subdistrict-138,Bhatapara,subdistrict,India,,,bhatapara,B,A
subdistrict-139,Sukma,subdistrict,India,,,sukma,S,A
subdistrict-140,Kuwakonda,subdistrict,India,,,kuwakonda,K,A
subdistrict-141,Chhindgarh,subdistrict,India,,,chhindgarh,C,H
subdistrict-142,Darbha,subdistrict,India,,,darbha,D,A
subdistrict-143,Orchha(Abhujmad),subdistrict,India,,,orchhaabhujmad,O,D
subdistrict-144,Koilebeda,subdistrict,India,,,koilebeda,K,A
subdistrict-145,Manpur (Td),subdistrict,India,,,manpurtd,M,D
subdistrict-146,Chhuriya,subdistrict,India,,,chhuriya,C,A
subdistrict-147,Diglipur,subdistrict,India,,,diglipur,D,R
subdistrict-148,Rangat,subdistrict,India,,,rangat,R,T
subdistrict-149,Ferrargunj,subdistrict,India,,,ferrargunj,F,J
subdistrict-150,Car Nicobar,subdistrict,India,,,carnicobar,C,R
subdistrict-151,Little Andaman,subdistrict,India,,,littleandaman,L,N
subdistrict-152,Campbell Bay,subdistrict,India,,,campbellbay,C,Y
subdistrict-153,Nancowrie,subdistrict,India,,,nancowrie,N,E
subdistrict-154,Mayabunder,subdistrict,India,,,mayabunder,M,R
subdistrict-155,Prothrapur,subdistrict,India,,,prothrapur,P,R
subdistrict-156,Pedagantyada,subdistrict,India,,,pedagantyada,P,A
subdistrict-157,Gajuwaka,subdistrict,India,,,gajuwaka,G,A
subdistrict-158,Marripudi,subdistrict,India,,,marripudi,M,I
subdistrict-159,Penumuru,subdistrict,India,,,penumuru,P,U
subdistrict-160,Chatrai,subdistrict,India,,,chatrai,C,I
subdistrict-161,Chandarlapadu,subdistrict,India,,,chandarlapadu,C,U
subdistrict-162,Gannavaram,subdistrict,India,,,gannavaram,G,M
subdistrict-163,Malikipuram,subdistrict,India,,,malikipuram,M,M
subdistrict-164,Allavaram,subdistrict,India,,,allavaram,A,M
subdistrict-165,Mamidikuduru,subdistrict,India,,,mamidikuduru,M,U
subdistrict-166,Repalle,subdistrict,India,,,repalle,R,E
subdistrict-167,Atchempet,subdistrict,India,,,atchempet,A,T
subdistrict-168,Agali,subdistrict,India,,,agali,A,I
subdistrict-169,Rompicherla,subdistrict,India,,,rompicherla,R,A
subdistrict-170,Mandavalli,subdistrict,India,,,mandavalli,M,I
subdistrict-171,Palakoderu,subdistrict,India,,,palakoderu,P,U
subdistrict-172,Veeraballi,subdistrict,India,,,veeraballi,V,I
subdistrict-173,Chowdepalle,subdistrict,India,,,chowdepalle,C,E
subdistrict-174,Nagayalanka,subdistrict,India,,,nagayalanka,N,A
subdistrict-175,Vadamalapeta,subdistrict,India,,,vadamalapeta,V,A
subdistrict-176,Kovur,subdistrict,India,,,kovur,K,R
subdistrict-177,Narpala,subdistrict,India,,,narpala,N,A
subdistrict-178,Vizianagaram,subdistrict,India,,,vizianagaram,V,M
subdistrict-179,Thallarevu,subdistrict,India,,,thallarevu,T,U
subdistrict-180,Nidadavole,subdistrict,India,,,nidadavole,N,E
subdistrict-181,Srisailam,subdistrict,India,,,srisailam,S,M
subdistrict-182,Kunavaram,subdistrict,India,,,kunavaram,K,M
subdistrict-183,Gudur,subdistrict,India,,,gudur,G,R
subdistrict-184,Ichapuram,subdistrict,India,,,ichapuram,I,M
subdistrict-185,Rajanagaram,subdistrict,India,,,rajanagaram,R,M
subdistrict-186,Cheedikada,subdistrict,India,,,cheedikada,C,A
subdistrict-187,Porumamilla,subdistrict,India,,,porumamilla,P,A
subdistrict-188,Ramachandrapuram,subdistrict,India,,,ramachandrapuram,R,M
subdistrict-189,Manubolu,subdistrict,India,,,manubolu,M,U
subdistrict-190,Khajipet,subdistrict,India,,,khajipet,K,T
subdistrict-191,Kanigiri,subdistrict,India,,,kanigiri,K,I
subdistrict-192,Pathapatnam,subdistrict,India,,,pathapatnam,P,M
subdistrict-193,Anaparthy,subdistrict,India,,,anaparthy,A,Y
subdistrict-194,Penagalur,subdistrict,India,,,penagalur,P,R
subdistrict-195,Kajuluru,subdistrict,India,,,kajuluru,K,U
subdistrict-196,Kapileswarapuram,subdistrict,India,,,kapileswarapuram,K,M
subdistrict-197,Pamidimukkala,subdistrict,India,,,pamidimukkala,P,A
subdistrict-198,Tangutur,subdistrict,India,,,tangutur,T,R
subdistrict-199,Mudinepalle,subdistrict,India,,,mudinepalle,M,E
subdistrict-200,Bellamkonda,subdistrict,India,,,bellamkonda,B,A
subdistrict-201,Veldurthy,subdistrict,India,,,veldurthy,V,Y
subdistrict-202,Hiramandalam,subdistrict,India,,,hiramandalam,H,M
subdistrict-203,Kukkunur,subdistrict,India,,,kukkunur,K,R
subdistrict-204,Brahmasamudram,subdistrict,India,,,brahmasamudram,B,M
subdistrict-205,Seethanagaram,subdistrict,India,,,seethanagaram,S,M
subdistrict-206,Tiruvuru,subdistrict,India,,,tiruvuru,T,U
subdistrict-207,Kurabalakota,subdistrict,India,,,kurabalakota,K,A
subdistrict-208,Punganur,subdistrict,India,,,punganur,P,R
subdistrict-209,Vetapalem,subdistrict,India,,,vetapalem,V,M
subdistrict-211,Somala,subdistrict,India,,,somala,S,A
subdistrict-212,Karapa,subdistrict,India,,,karapa,K,A
subdistrict-213,Bandi Atmakur,subdistrict,India,,,bandiatmakur,B,R
subdistrict-214,Peapully,subdistrict,India,,,peapully,P,Y
subdistrict-215,Kaligiri,subdistrict,India,,,kaligiri,K,I
subdistrict-216,B.Kodur,subdistrict,India,,,bkodur,B,R
subdistrict-217,Samalkota,subdistrict,India,,,samalkota,S,A
subdistrict-218,Tallur,subdistrict,India,,,tallur,T,R
subdistrict-219,Madakasira,subdistrict,India,,,madakasira,M,A
subdistrict-220,Alamuru,subdistrict,India,,,alamuru,A,U
subdistrict-221,Badvel,subdistrict,India,,,badvel,B,L
subdistrict-222,Uppalaguptam,subdistrict,India,,,uppalaguptam,U,M
subdistrict-223,Thotlavalluru,subdistrict,India,,,thotlavalluru,T,U
subdistrict-224,Pamarru,subdistrict,India,,,pamarru,P,U
subdistrict-225,Pedapudi,subdistrict,India,,,pedapudi,P,I
subdistrict-226,Lakkireddipalle,subdistrict,India,,,lakkireddipalle,L,E
subdistrict-227,Pedana,subdistrict,India,,,pedana,P,A
subdistrict-228,Narayanavanam,subdistrict,India,,,narayanavanam,N,M
subdistrict-229,Kotabommili,subdistrict,India,,,kotabommili,K,I
subdistrict-230,Penugonda,subdistrict,India,,,penugonda,P,A
subdistrict-231,Sri Avadutha Kasinayana,subdistrict,India,,,sriavaduthakasinayana,S,A
subdistrict-232,Gajapathinagaram,subdistrict,India,,,gajapathinagaram,G,M
subdistrict-233,Rajahmundry Urban,subdistrict,India,,,rajahmundryurban,R,N
subdistrict-234,Chintoor,subdistrict,India,,,chintoor,C,R
subdistrict-235,P.Gannavaram,subdistrict,India,,,pgannavaram,P,M
subdistrict-236,Avanigadda,subdistrict,India,,,avanigadda,A,A
subdistrict-237,Ambajipeta,subdistrict,India,,,ambajipeta,A,A
subdistrict-238,Kadiam,subdistrict,India,,,kadiam,K,M
subdistrict-239,Challapalli,subdistrict,India,,,challapalli,C,I
subdistrict-240,Kalla,subdistrict,India,,,kalla,K,A
subdistrict-241,Munchingi Puttu,subdistrict,India,,,munchingiputtu,M,U
subdistrict-242,Reddigudem,subdistrict,India,,,reddigudem,R,M
subdistrict-243,Vatsavai,subdistrict,India,,,vatsavai,V,I
subdistrict-244,Iragavaram,subdistrict,India,,,iragavaram,I,M
subdistrict-245,Palacole,subdistrict,India,,,palacole,P,E
subdistrict-246,Achutapuram,subdistrict,India,,,achutapuram,A,M
subdistrict-247,Podalakur,subdistrict,India,,,podalakur,P,R
subdistrict-248,Kowthalam,subdistrict,India,,,kowthalam,K,M
subdistrict-249,Indukurpet,subdistrict,India,,,indukurpet,I,T
subdistrict-250,Butchireddipalem,subdistrict,India,,,butchireddipalem,B,M
subdistrict-251,Pitchatur,subdistrict,India,,,pitchatur,P,R
subdistrict-252,Lakkavarapukota,subdistrict,India,,,lakkavarapukota,L,A
subdistrict-253,Regidi Amadalavalasa,subdistrict,India,,,regidiamadalavalasa,R,A
subdistrict-254,Koduru,subdistrict,India,,,koduru,K,U
subdistrict-255,Palamaner,subdistrict,India,,,palamaner,P,R
subdistrict-256,Therlam,subdistrict,India,,,therlam,T,M
subdistrict-257,Amalapuram,subdistrict,India,,,amalapuram,A,M
subdistrict-258,Kankipadu,subdistrict,India,,,kankipadu,K,U
subdistrict-259,Vinukonda,subdistrict,India,,,vinukonda,V,A
subdistrict-260,K.V.B.Puram,subdistrict,India,,,kvbpuram,K,M
subdistrict-261,Razole,subdistrict,India,,,razole,R,E
subdistrict-262,Gollaprolu,subdistrict,India,,,gollaprolu,G,U
subdistrict-263,Kamavarapukota,subdistrict,India,,,kamavarapukota,K,A
subdistrict-264,Kodumur,subdistrict,India,,,kodumur,K,R
subdistrict-265,Gonegandla,subdistrict,India,,,gonegandla,G,A
subdistrict-266,Mandapeta,subdistrict,India,,,mandapeta,M,A
subdistrict-267,Mummidivaram,subdistrict,India,,,mummidivaram,M,M
subdistrict-268,Karvetinagar,subdistrict,India,,,karvetinagar,K,R
subdistrict-269,Tsundur,subdistrict,India,,,tsundur,T,R
subdistrict-270,Bhimavaram,subdistrict,India,,,bhimavaram,B,M
subdistrict-272,Chennur,subdistrict,India,,,chennur,C,R
subdistrict-273,Koyyalagudem,subdistrict,India,,,koyyalagudem,K,M
subdistrict-274,Nandigama,subdistrict,India,,,nandigama,N,A
subdistrict-275,Thavanampalle,subdistrict,India,,,thavanampalle,T,E
subdistrict-276,Irala,subdistrict,India,,,irala,I,A
subdistrict-277,Peddakadabur,subdistrict,India,,,peddakadabur,P,R
subdistrict-278,Garugubilli,subdistrict,India,,,garugubilli,G,I
subdistrict-279,Kalakada,subdistrict,India,,,kalakada,K,A
subdistrict-280,Singanamala,subdistrict,India,,,singanamala,S,A
subdistrict-281,Midthur,subdistrict,India,,,midthur,M,R
subdistrict-282,Kodur,subdistrict,India,,,kodur,K,R
subdistrict-283,Vuyyuru,subdistrict,India,,,vuyyuru,V,U
subdistrict-284,Maddipadu,subdistrict,India,,,maddipadu,M,U
subdistrict-285,Kothavalasa,subdistrict,India,,,kothavalasa,K,A
subdistrict-286,Kurichedu,subdistrict,India,,,kurichedu,K,U
subdistrict-287,Ravulapalem,subdistrict,India,,,ravulapalem,R,M
subdistrict-288,Santhanuthala Padu,subdistrict,India,,,santhanuthalapadu,S,U
subdistrict-289,Darsi,subdistrict,India,,,darsi,D,I
subdistrict-290,Chimakurthi,subdistrict,India,,,chimakurthi,C,I
subdistrict-291,Zarugumilli,subdistrict,India,,,zarugumilli,Z,I
subdistrict-292,Nagalapuram,subdistrict,India,,,nagalapuram,N,M
subdistrict-293,Medikonduru,subdistrict,India,,,medikonduru,M,U
subdistrict-294,Devipatnam,subdistrict,India,,,devipatnam,D,M
subdistrict-295,Poduru,subdistrict,India,,,poduru,P,U
subdistrict-296,Cherukupalle,subdistrict,India,,,cherukupalle,C,E
subdistrict-297,Sakhinetipalle,subdistrict,India,,,sakhinetipalle,S,E
subdistrict-298,Undi,subdistrict,India,,,undi,U,I
subdistrict-299,Nidamarru,subdistrict,India,,,nidamarru,N,U
subdistrict-300,Chillakur,subdistrict,India,,,chillakur,C,R
subdistrict-301,Naguluppala Padu,subdistrict,India,,,naguluppalapadu,N,U
subdistrict-302,Korisapadu,subdistrict,India,,,korisapadu,K,U
subdistrict-303,Santhamaguluru,subdistrict,India,,,santhamaguluru,S,U
subdistrict-304,Chilakaluripet,subdistrict,India,,,chilakaluripet,C,T
subdistrict-305,Vatticherukuru,subdistrict,India,,,vatticherukuru,V,U
subdistrict-306,Mylavaram,subdistrict,India,,,mylavaram,M,M
subdistrict-307,Bollapalle,subdistrict,India,,,bollapalle,B,E
subdistrict-308,Macherla,subdistrict,India,,,macherla,M,A
subdistrict-309,Rentachintala,subdistrict,India,,,rentachintala,R,A
subdistrict-310,Unguturu,subdistrict,India,,,unguturu,U,U
subdistrict-311,Phirangipuram,subdistrict,India,,,phirangipuram,P,M
subdistrict-312,Pedaparupudi,subdistrict,India,,,pedaparupudi,P,I
subdistrict-313,Kaikalur,subdistrict,India,,,kaikalur,K,R
subdistrict-314,Kakinada Rural,subdistrict,India,,,kakinadarural,K,L
subdistrict-315,Tuni,subdistrict,India,,,tuni,T,I
subdistrict-316,Yerraguntla,subdistrict,India,,,yerraguntla,Y,A
subdistrict-317,Muddanur,subdistrict,India,,,muddanur,M,R
subdistrict-318,Ramabhadrapuram,subdistrict,India,,,ramabhadrapuram,R,M
subdistrict-319,Rajupalem,subdistrict,India,,,rajupalem,R,M
subdistrict-320,C.Belagal,subdistrict,India,,,cbelagal,C,L
subdistrict-321,Puttur,subdistrict,India,,,puttur,P,R
subdistrict-322,Doravarisatram,subdistrict,India,,,doravarisatram,D,M
subdistrict-324,Pulicherla H/O Reddivaripalle,subdistrict,India,,,pulicherlahoreddivaripalle,P,E
subdistrict-325,Venkatagirikota,subdistrict,India,,,venkatagirikota,V,A
subdistrict-326,Santhipuram Ho Arimuthanapalle,subdistrict,India,,,santhipuramhoarimuthanapalle,S,E
subdistrict-327,Vajrakarur,subdistrict,India,,,vajrakarur,V,R
subdistrict-328,Allagadda,subdistrict,India,,,allagadda,A,A
subdistrict-329,Koilakuntla,subdistrict,India,,,koilakuntla,K,A
subdistrict-330,Podili,subdistrict,India,,,podili,P,I
subdistrict-331,Halaharvi,subdistrict,India,,,halaharvi,H,I
subdistrict-332,Gudupalle,subdistrict,India,,,gudupalle,G,E
subdistrict-333,Nandyal,subdistrict,India,,,nandyal,N,L
subdistrict-334,Gangadhara Nellore,subdistrict,India,,,gangadharanellore,G,E
subdistrict-335,Chittoor,subdistrict,India,,,chittoor,C,R
subdistrict-336,Gospadu,subdistrict,India,,,gospadu,G,U
subdistrict-337,Ramasamudram,subdistrict,India,,,ramasamudram,R,M
subdistrict-338,Beluguppa,subdistrict,India,,,beluguppa,B,A
subdistrict-339,Vedurukuppam,subdistrict,India,,,vedurukuppam,V,M
subdistrict-340,Anandapuram,subdistrict,India,,,anandapuram,A,M
subdistrict-341,Ponduru,subdistrict,India,,,ponduru,P,U
subdistrict-342,Ganguvarisigadam,subdistrict,India,,,ganguvarisigadam,G,M
subdistrict-343,Satyavedu,subdistrict,India,,,satyavedu,S,U
subdistrict-344,Savalyapuram,subdistrict,India,,,savalyapuram,S,M
subdistrict-345,Gorantla,subdistrict,India,,,gorantla,G,A
subdistrict-346,Atreyapuram,subdistrict,India,,,atreyapuram,A,M
subdistrict-347,Addateegala,subdistrict,India,,,addateegala,A,A
subdistrict-348,Kondapi,subdistrict,India,,,kondapi,K,I
subdistrict-349,Roddam,subdistrict,India,,,roddam,R,M
subdistrict-350,Gangavaram,subdistrict,India,,,gangavaram,G,M
subdistrict-351,Rangampeta,subdistrict,India,,,rangampeta,R,A
subdistrict-352,Tenali,subdistrict,India,,,tenali,T,I
subdistrict-353,Routhulapudi,subdistrict,India,,,routhulapudi,R,I
subdistrict-354,Peddapappur,subdistrict,India,,,peddapappur,P,R
subdistrict-355,Atmakur,subdistrict,India,,,atmakur,A,R
subdistrict-356,Ananthasagaram,subdistrict,India,,,ananthasagaram,A,M
subdistrict-357,Musunuru,subdistrict,India,,,musunuru,M,U
subdistrict-358,Lepakshi,subdistrict,India,,,lepakshi,L,I
subdistrict-359,Tadepalle,subdistrict,India,,,tadepalle,T,E
subdistrict-360,Payakaraopeta,subdistrict,India,,,payakaraopeta,P,A
subdistrict-361,A.Konduru,subdistrict,India,,,akonduru,A,U
subdistrict-362,Nakkapalle,subdistrict,India,,,nakkapalle,N,E
subdistrict-363,Vissannapet,subdistrict,India,,,vissannapet,V,T
subdistrict-364,Seetharamapuram,subdistrict,India,,,seetharamapuram,S,M
subdistrict-365,Kothacheruvu,subdistrict,India,,,kothacheruvu,K,U
subdistrict-366,Penukonda,subdistrict,India,,,penukonda,P,A
subdistrict-367,Veerullapadu,subdistrict,India,,,veerullapadu,V,U
subdistrict-368,Kondapuram,subdistrict,India,,,kondapuram,K,M
subdistrict-369,Palasamudram,subdistrict,India,,,palasamudram,P,M
subdistrict-370,Eluru,subdistrict,India,,,eluru,E,U
subdistrict-371,Tanuku,subdistrict,India,,,tanuku,T,U
subdistrict-372,Giddaluru,subdistrict,India,,,giddaluru,G,U
subdistrict-373,Kasimkota,subdistrict,India,,,kasimkota,K,A
subdistrict-374,Kambadur,subdistrict,India,,,kambadur,K,R
subdistrict-375,Donakonda,subdistrict,India,,,donakonda,D,A
subdistrict-376,Aspari,subdistrict,India,,,aspari,A,I
subdistrict-377,Vinjamur,subdistrict,India,,,vinjamur,V,R
subdistrict-378,Karlapalem,subdistrict,India,,,karlapalem,K,M
subdistrict-379,Pedanandipadu,subdistrict,India,,,pedanandipadu,P,U
subdistrict-380,Thamballapalle,subdistrict,India,,,thamballapalle,T,E
subdistrict-381,Ghantasala,subdistrict,India,,,ghantasala,G,A
subdistrict-382,Chodavaram,subdistrict,India,,,chodavaram,C,M
subdistrict-383,Veeraghattam,subdistrict,India,,,veeraghattam,V,M
subdistrict-384,Puthalapattu,subdistrict,India,,,puthalapattu,P,U
subdistrict-385,Movva,subdistrict,India,,,movva,M,A
subdistrict-386,Pellakur,subdistrict,India,,,pellakur,P,R
subdistrict-388,Vidavalur,subdistrict,India,,,vidavalur,V,R
subdistrict-389,Naidupeta,subdistrict,India,,,naidupeta,N,A
subdistrict-390,Obulavaripalle,subdistrict,India,,,obulavaripalle,O,E
subdistrict-391,Chandra Sekhara Puram,subdistrict,India,,,chandrasekharapuram,C,M
subdistrict-392,D.Hirehal,subdistrict,India,,,dhirehal,D,L
subdistrict-393,Nandivada,subdistrict,India,,,nandivada,N,A
subdistrict-394,Chintakomma Dinne,subdistrict,India,,,chintakommadinne,C,E
subdistrict-395,Munagapaka,subdistrict,India,,,munagapaka,M,A
subdistrict-396,Chennekothapalle,subdistrict,India,,,chennekothapalle,C,E
subdistrict-397,Paravada,subdistrict,India,,,paravada,P,A
subdistrict-399,Y. Ramavaram,subdistrict,India,,,yramavaram,Y,M
subdistrict-400,Marripadu,subdistrict,India,,,marripadu,M,U
subdistrict-401,Santhabommali,subdistrict,India,,,santhabommali,S,I
subdistrict-402,L.N Peta,subdistrict,India,,,lnpeta,L,A
subdistrict-403,Tripuranthakam,subdistrict,India,,,tripuranthakam,T,M
subdistrict-404,Dornipadu,subdistrict,India,,,dornipadu,D,U
subdistrict-405,Golugonda,subdistrict,India,,,golugonda,G,A
subdistrict-406,Badangi,subdistrict,India,,,badangi,B,I
